,id,text,label,dataset
20062,20506,"rt [USER]: it's a bird! it's a plane! it's a boat! no...it's, it's... a flying human? lake erie cle [URL]",0,davidson2017
16249,16621,rt [USER]: [USER] [USER] trash him for name calling? read your shit to me bitch! that's all you got!!!!,0,davidson2017
6794,6984,[USER] i love laying in bed by myself because i have a twin size bed and bitches be takin up 3/4 and i ain't havin that,0,davidson2017
13459,13790,not true rt [USER]: every man has hoes bye,0,davidson2017
24067,24568,im a dope ass nigga and these bitches hella sober,0,davidson2017
11250,11537,i'm coming for that no 1 spot nigguh [USER],0,davidson2017
20880,21331,slaw ass team time to start dat bitch ova,0,davidson2017
7950,8171,basic bitches everywhere,0,davidson2017
7830,8050,asha my bitch doe 😩👌,0,davidson2017
15826,16195,rt [USER]: i wonder if the hoes are gonna give halloween back to the children this year…,0,davidson2017
1744,1779,“[USER]: that pussy so wet she gotta dry outside”stop telling my business,0,davidson2017
3166,3248,"[USER] have u spent significant time in any ghetto, or witnessed the years of terrorism committed by police in the black community?",0,davidson2017
9067,9320,fck dem old hoes..... no double entree...,0,davidson2017
6917,7112,[USER] [USER] adawg getcho ghetto booty up,0,davidson2017
6339,6521,[USER] dont even trip my niggah i got you lol,0,davidson2017
23650,24144,bitch you guessin,0,davidson2017
33,33,""" if you're toes ain't done you pussy stinks """,0,davidson2017
20634,21082,"scary bitches on twitter never @ the nigga the have a crush on, always on some ""oomf"" shit",0,davidson2017
3490,3583,"[USER] apple tv got the nfl channel on that bitch, i'm pretty sure they're all on there. i've watched a couple. [USER]",0,davidson2017
18961,19380,"rt [USER]: ""you bummy hoes can't do this"" ur right sis. most i do is splash some peppermint soap on it. other shit ain't necessary.",0,davidson2017
5675,5836,[USER] i heard green tea makes you lose weight.... and imma coon so that explains the watermelon,0,davidson2017
20696,21145,sgp still in bitches dms,0,davidson2017
8849,9095,dream job for a pedophile dressing up like mickey mouse and hugging kids all day,0,davidson2017
20033,20476,"rt [USER]: i think imma patent disposable douche, in ketchup type packages. bitches can be sanitary and discreet. for the hoe on-the…",0,davidson2017
4426,4557,[USER] yung nakalagay sa second page ng handout na may closed ended questions etc. tapos lalagay sa 1/2 yellow pad,0,davidson2017
5921,6090,[USER] im assuming mickey bubbles,0,davidson2017
22088,22556,this kid looks like a retard when he tries hiding his phone... so obvious,1,davidson2017
20752,21201,she say her pussy hairy ... i wana see 🐯👀👀👀👀,0,davidson2017
2861,2931,"[USER] - remember when we played plaquemine & they kept calling our whole team gay & lydia said ""i'll turn all you hoes out, fwm!"" 😩😭",0,davidson2017
11144,11431,i’m logging out rt [USER]: ah man rt [USER]: the bartenders be sellin pussy too? i thought only the strippers sold pussy.,0,davidson2017
21701,22165,there's not enough day in the hours to cheat on her if she's sucking your dick right. too drained to look for other mouth and pussy,0,davidson2017
892,911,"porn,android,i phone,i pad,sex,xxx, | korean | korean girlfriend pussy [URL]",0,davidson2017
24575,25083,this guy [USER] is in here singing negro spirituals n shit,0,davidson2017
13571,13905,"ok, night night bitches",0,davidson2017
22436,22911,watch: excited isis jihadis getting their yezidi sex slaves on 'distribution day' [URL] t cot lny hbt pj net t gdn gop,0,davidson2017
22259,22730,trash “[USER]: black people only play r&b & hip hop at their parties..play some dubstep and house..yall coons need to expand”,0,davidson2017
572,581,"""those ratchet broads don't represent me but your white ass can't talk trash about them 'cause you on racist shit"" black",0,davidson2017
24499,25006,that lil bitch released the exclusive shower photos between niggas. trust is broken,0,davidson2017
6477,6660,[USER] u going to get dropped bitch im a fucking nigga who got a fucking dick,0,davidson2017
4506,4638,[USER] ms. martinez fuckin with the cripple kid?!,0,davidson2017
23741,24235,darf retarded lol,0,davidson2017
20152,20597,"rt [USER]: people who r mentally stable know when to beat their kids & when to talk to them. clubs hoes & ""stop by dads"" should n…",0,davidson2017
6489,6672,[USER] i slid in your dms so answer me bitch!!,0,davidson2017
8338,8568,can't even sleep in the fucking car because this mother fucker drives like a retard and pumps the breaks too hard,0,davidson2017
9809,10076,"hey, people bird watching, you do realize there’s like, hundreds, literally hundreds of free pictures of boobs on the internet, right?",0,davidson2017
12629,12943,lol.. shut up! rt [USER]: [USER] lmao early bird gets the worm,0,davidson2017
17922,18324,rt [USER]: our national bird - the american bald eagle - is an endangered species success story. [URL],0,davidson2017
10012,10284,i always listen to ghetto ass rap when i get ready for football games.,0,davidson2017
10448,10726,i hate bitches. thirsty ass bitches,0,davidson2017
2193,2238,".[USER] 's love of obama is unrequited, however. obama is clearly putin's bitch.",0,davidson2017
5274,5429,[USER] fag,1,davidson2017
12381,12693,lets go hoes!! its sing a long time!! you know the words.... trust an believe meeeeee,0,davidson2017
19340,19769,rt [USER]: [USER] 😂😂😂😂 i'm so weak! ima go stalk him now lmfao! u lucky bitch 😭💔😩😂,0,davidson2017
20056,20500,"rt [USER]: i got twitter, facebook, & instagram.. the fuk yuh mean ""send u a pic ?.. bitch you better download my avi",0,davidson2017
20396,20842,rt [USER]: ugly bitch prolly so cockeyed she lookin at the dick and balls up close at the same time while suckin at the same time,0,davidson2017
2994,3068,"[USER] [USER] [USER] another black man? what does that have to do with anything? once a monkey, always a monkey, chicago idiot",0,davidson2017
1257,1285,“[USER]: how bitches be looking the first day of school. [URL],0,davidson2017
17283,17678,rt [USER]: you can't tell a bitch shit when they get a job 😂😂😂😂,0,davidson2017
23914,24411,her fuckin jaw unhinged she is eating this bitch whole fuck this shit,0,davidson2017
6625,6811,[USER] apparently this little pussy cant converse nevermind fight. ive been blocked.  oh well youth gets frustrated easy.,0,davidson2017
14221,14562,rt [USER]: your mcm is a lil bitch,0,davidson2017
3791,3899,[USER] [USER] [USER] he now resides on the mantle piece.,0,davidson2017
23229,23713,you a world class hoe,0,davidson2017
10116,10389,i can't entertain these hoes or these broke niggas,0,davidson2017
15858,16227,"rt [USER]: fuck bitches, get touchdowns.",0,davidson2017
1075,1099,"“[USER]: lol bitch funny, i was over you from the min i tossed your ass to the curb😷” 🙌😭",0,davidson2017
11926,12230,it's a matter of pure weight ratios... a five ounce bird can not carry a one pound coconut!,0,davidson2017
2995,3070,"[USER] idk , i gotta think about it cause them bitches small as shit",0,davidson2017
110,111,"""[USER]: [USER] you're fucking gay, blacklisted hoe"" holding out for teh god clan anyway [URL]",1,davidson2017
16729,17114,"rt [USER]: black pussy remind me of roast beef, white pussy remind me of cheesecake and mixed girl pussy remind me of apple pie.. 💯💯",0,davidson2017
18136,18541,rt [USER]: dodging these hoes like [URL],0,davidson2017
11763,12062,im tired of all these weak ass men in my mentions tellin me why it is ok or justified to punch a woman in the face. that shit is bitch made.,0,davidson2017
12780,13097,may the bird of paradise fly up your nose. may an elephant caress you with his toes. may your wife have runners u… [URL],0,davidson2017
19023,19447,rt [USER]: waka flaka a lucky retard lol,0,davidson2017
20406,20852,rt [USER]: fck all you hoes. catch a grip!,0,davidson2017
7003,7199,[USER] yall defense too trash for that 😂😂😂,0,davidson2017
22597,23073,what barrel of trash doesn't smell as bad? rt [USER] imagine dragons or nickelback?,0,davidson2017
11099,11386,"i wish my bitch ass mother would give me my 5grand for.child support, fuckin bitch",0,davidson2017
19297,19726,"rt [USER]: vibing with my bitches ,on this ⛽️ feeling good 👌🍃💨 slow jams never a dull moment with these bitches 😜 [USER] [USER]…",0,davidson2017
13194,13519,"nah watch the hoes thats jus gettin fucked start tweetin bout ""make love""",0,davidson2017
11185,11472,i'll walk away with your money and leave a tip for your bitch,0,davidson2017
15043,15400,rt [USER]: i never knew it was possible to look like you were about to buy some pussy and still look cool while doing it until tha…,0,davidson2017
15823,16192,"rt [USER]: cuz soon as u start doing the wack/cute shit w a hoe, she’s your girl… really.",0,davidson2017
12380,12692,lets go hoosiers i ubb 🏀 [URL],0,davidson2017
7416,7627,a bitch wanna get slick 😂👏✋💅,0,davidson2017
8480,8716,cigarette break nd wtf are mt eyes glowing like charlie murphy in the madd real world lol [URL],0,davidson2017
5090,5241,[USER] go jerk off to lollis faggot.,1,davidson2017
24691,25203,why bitches gotta be bitches,0,davidson2017
16535,16914,rt [USER]: its always the singles hoes who claim they aint talking or fucking nobody who mysteriously pop up pregnant,0,davidson2017
22320,22791,tyga and drake two light skin bitches but if had to choose in a fight i would go with the guy from compton over the one from toronto,0,davidson2017
14016,14356,rt [USER]: “[USER]: i'm ugly so don't worry about me having hoes.”,0,davidson2017
16086,16456,rt [USER]: all i want for my birffday is a big booty hoe!! she gotta big booty so i call her big booty!! lyrics you like to scream,0,davidson2017
6341,6523,[USER] my niggah my niggah lol,0,davidson2017
13422,13753,nobody wit me im on all alone shit so dont think im actin funny when im in my zone bitch,0,davidson2017
14180,14521,rt [USER]: i like being asian and all but it's a struggle having squinty eyes in every picture,0,davidson2017
16008,16377,rt [USER]: nigga wanna bitch about a party y'all know my address knock at my door,1,davidson2017
14750,15104,"rt [USER]: [USER] yeaaaaahhhh, like relationship wise. so i was like oh no not my reedzy thuggin, bitch suppose to thug it out!",0,davidson2017
7924,8145,bad bitches is the only thing that like,0,davidson2017
15576,15941,rt [USER] rough face hoes be having all the kids...who did this to u???😩😩😩 + self esteem issues.more kids = secured love.,0,davidson2017
21038,21490,some of the ice melted in my car cause the dumb fuck at 7/11 decided he wanted to strike up a conversation wit a fat ugly bitch smfh,0,davidson2017
17736,18137,"rt [USER]: i don't care how much pussy i get, i still got to jack my dick...",0,davidson2017
17968,18371,rt [USER]: ...because sometimes you just need a moment to appreciate a noble guinea pig with steampunk dragon wings. [URL],0,davidson2017
15589,15954,"rt [USER]: lmao “[USER]: a hoe's best excuse is ""it just happened"" lol. no. you being a hoe just happened. it's okay to admit it…",0,davidson2017
867,886,"porn,android,i phone,i pad,sex,xxx, | close up | amateur pussy player milf close up [URL]",0,davidson2017
9917,10188,"how do you go to sleep at night bitch, if i'm not the one sleeping with youuu!!🔊",0,davidson2017
19144,19570,rt [USER]: all i see on my timeline is ebola ebola ebola i hate school  ebola  ebola some twitter hoes selfie ebola ebola pull out ga…,0,davidson2017
5567,5726,[USER] [USER] wtf you bitches seen this without me,0,davidson2017
7871,8092,"aye, mcdonald'ss got a fire ass frozen strawberry lemonade.. this bitch so wet",0,davidson2017
5235,5390,[USER] i said pussy dat ass what be on yo tongue boy,0,davidson2017
5591,5750,[USER] [USER] [USER] kenna stfu? quit bein a bitch i was tellin robby to stop?! god.,0,davidson2017
5120,5272,[USER] fuck your store bitch,1,davidson2017
11367,11658,i'm really nice 😭 but a bitch at times,0,davidson2017
4515,4647,"[USER] george didn't have a twitter called ""no limit nigga"" where he talked about fighting, drugs, guns, and bitches and hoes.",0,davidson2017
15762,16130,rt [USER]: winning browns! cle cleveland fans cleveland pride cleveland browns cleveland sports browns brownie… [URL],0,davidson2017
21748,22212,these bum ass bitches on my block drawin😒,0,davidson2017
22286,22757,tupac could fuck any bitch in the world in 1996 and niggas on here crying about a pic he took for bitches,0,davidson2017
22352,22825,u wanna piss a hoe off when u in the club & she in front u tryna dance for u do what i'm doing right now tweet,0,davidson2017
7449,7660,a lotta u niccas ain't who u say u is!,0,davidson2017
22215,22685,today's spy ops: (his soles need a cleaning lick lick. i bet this cuties sneaks smell good) [URL],0,davidson2017
23365,23851,you know you married a hoe ass bitch when she let the nigga come over and let the nigga take ya porn dvds.,0,davidson2017
3625,3723,[USER] lmao you're a bitch boy,0,davidson2017
